Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NC_000913.3_38/2,301,0,NA,0,NA,0,0
NC_000913.3_39/2,301,0,NA,0,NA,0,0
NC_000913.3_40/2,301,0,NA,0,NA,0,0
NC_000913.3_41/2,301,0,NA,0,NA,0,0
NC_000913.3_42/2,301,0,NA,0,NA,0,0
NC_000913.3_43/2,301,0,NA,0,NA,0,0
NC_000913.3_44/2,301,0,NA,0,NA,0,0
NC_000913.3_45/2,301,0,NA,0,NA,0,0
NC_000913.3_46/2,301,0,NA,0,NA,0,0
NC_000913.3_47/2,301,0,NA,0,NA,0,0
NC_000913.3_48/2,301,0,NA,0,NA,0,0
NC_000913.3_49/2,301,0,NA,0,NA,0,0
NC_000913.3_50/2,301,0,NA,0,NA,0,0
NC_000913.3_51/2,301,0,NA,0,NA,0,0
NC_000913.3_52/2,301,0,NA,0,NA,0,0
NC_000913.3_53/2,301,0,NA,0,NA,0,0
NC_000913.3_54/2,301,0,NA,0,NA,0,0
NC_000913.3_55/2,301,0,NA,0,NA,0,0
NC_000913.3_56/2,301,0,NA,0,NA,0,0
NC_000913.3_57/2,301,0,NA,0,NA,0,0
NC_000913.3_58/2,301,0,NA,0,NA,0,0
NC_000913.3_59/2,301,0,NA,0,NA,0,0
NC_000913.3_60/2,301,0,NA,0,NA,0,0
NC_000913.3_61/2,301,0,NA,0,NA,0,0
NC_000913.3_62/2,301,0,NA,0,NA,0,0
NC_000913.3_63/2,301,0,NA,0,NA,0,0
NC_000913.3_64/2,301,0,NA,0,NA,0,0
NC_000913.3_65/2,301,0,NA,0,NA,0,0
NC_000913.3_66/2,301,0,NA,0,NA,0,0
NC_000913.3_67/2,301,0,NA,0,NA,0,0
NC_000913.3_68/2,301,0.0145455,2844172,2,2844251,2,0.5
NC_000913.3_69/2,301,0.00363636,2845070,1,NA,0,1
NC_000913.3_70/2,301,0,NA,0,NA,0,0
NC_000913.3_71/2,301,0,NA,0,NA,0,0
NC_000913.3_72/2,301,0,NA,0,NA,0,0
NC_000913.3_73/2,301,0,NA,0,NA,0,0
NC_000913.3_74/2,301,0,NA,0,NA,0,0
NC_000913.3_75/2,301,0,NA,0,NA,0,0
NC_000913.3_76/2,301,0,NA,0,NA,0,0
NC_000913.3_77/2,301,0,NA,0,NA,0,0
NC_000913.3_78/2,301,0,NA,0,NA,0,0
NC_000913.3_79/2,301,0,NA,0,NA,0,0
NC_000913.3_80/2,301,0,NA,0,NA,0,0
NC_000913.3_81/2,301,0,NA,0,NA,0,0
NC_000913.3_82/2,301,0,NA,0,NA,0,0
NC_000913.3_83/2,301,0,NA,0,NA,0,0
NC_000913.3_84/2,301,0,NA,0,NA,0,0
NC_000913.3_85/2,301,0,NA,0,NA,0,0
NC_000913.3_86/2,301,0,NA,0,NA,0,0
NC_000913.3_87/2,301,0,NA,0,NA,0,0
NC_000913.3_88/2,301,0,NA,0,NA,0,0
NC_000913.3_89/2,301,0,NA,0,NA,0,0
NC_000913.3_90/2,301,0,NA,0,NA,0,0
NC_000913.3_91/2,301,0,NA,0,NA,0,0
NC_000913.3_92/2,301,0,NA,0,NA,0,0
NC_000913.3_93/2,301,0,NA,0,NA,0,0
NC_000913.3_94/2,301,0,NA,0,NA,0,0
NC_000913.3_95/2,301,0,NA,0,NA,0,0
NC_000913.3_96/2,301,0,NA,0,NA,0,0
NC_000913.3_97/2,301,0,NA,0,NA,0,0
NC_000913.3_98/2,301,0,NA,0,NA,0,0
NC_000913.3_99/2,301,0,NA,0,NA,0,0
NC_000913.3_100/2,301,0,NA,0,NA,0,0
NC_000913.3_101/2,301,0,NA,0,NA,0,0
NC_000913.3_102/2,301,0,NA,0,NA,0,0
NC_000913.3_103/2,301,0,NA,0,NA,0,0
NC_000913.3_104/2,301,0,NA,0,NA,0,0
NC_000913.3_105/2,301,0,NA,0,NA,0,0
NC_000913.3_106/2,301,0,NA,0,NA,0,0
NC_000913.3_107/2,301,0,NA,0,NA,0,0
NC_000913.3_108/2,301,0,NA,0,NA,0,0
NC_000913.3_109/2,301,0,NA,0,NA,0,0
NC_000913.3_110/2,301,0,NA,0,NA,0,0
NC_000913.3_111/2,301,0,NA,0,NA,0,0
NC_000913.3_112/2,301,0,NA,0,NA,0,0
NC_000913.3_113/2,301,0,NA,0,NA,0,0
NC_000913.3_114/2,301,0,NA,0,NA,0,0
NC_000913.3_115/2,301,0,NA,0,NA,0,0
NC_000913.3_116/2,301,0,NA,0,NA,0,0
NC_000913.3_117/2,301,0,NA,0,NA,0,0
NC_000913.3_118/2,301,0,NA,0,NA,0,0
NC_000913.3_119/2,301,0,NA,0,NA,0,0
NC_000913.3_120/2,301,0,NA,0,NA,0,0
NC_000913.3_121/2,301,0,NA,0,NA,0,0
NC_000913.3_122/2,301,0,NA,0,NA,0,0
NC_000913.3_123/2,301,0,NA,0,NA,0,0
NC_000913.3_124/2,301,0,NA,0,NA,0,0
NC_000913.3_125/2,301,0,NA,0,NA,0,0
NC_000913.3_126/2,301,0,NA,0,NA,0,0
NC_000913.3_127/2,301,0,NA,0,NA,0,0
NC_000913.3_128/2,301,0,NA,0,NA,0,0
NC_000913.3_129/2,301,0,NA,0,NA,0,0
NC_000913.3_130/2,301,0,NA,0,NA,0,0
NC_000913.3_131/2,301,0,NA,0,NA,0,0
NC_000913.3_132/2,301,0,NA,0,NA,0,0
NC_000913.3_133/2,301,0,NA,0,NA,0,0
NC_000913.3_134/2,301,0,NA,0,NA,0,0
NC_000913.3_135/2,301,0,NA,0,NA,0,0
NC_000913.3_136/2,301,0.00727273,2844174,2,NA,0,1
NC_000913.3_137/2,301,0,NA,0,NA,0,0
NC_000913.3_138/2,301,0,NA,0,NA,0,0
NC_000913.3_139/2,301,0,NA,0,NA,0,0
NC_000913.3_140/2,301,0,NA,0,NA,0,0
NC_000913.3_141/2,301,0,NA,0,NA,0,0
NC_000913.3_142/2,301,0,NA,0,NA,0,0
NC_000913.3_143/2,301,0,NA,0,NA,0,0
NC_000913.3_144/2,301,0,NA,0,NA,0,0
NC_000913.3_145/2,301,0,NA,0,NA,0,0
NC_000913.3_146/2,301,0,NA,0,NA,0,0
NC_000913.3_147/2,301,0,NA,0,NA,0,0
NC_000913.3_148/2,301,0,NA,0,NA,0,0
NC_000913.3_149/2,301,0,NA,0,NA,0,0
NC_000913.3_150/2,301,0,NA,0,NA,0,0
NC_000913.3_151/2,301,0,NA,0,NA,0,0
NC_000913.3_152/2,301,0,NA,0,NA,0,0
NC_000913.3_153/2,301,0,NA,0,NA,0,0
NC_000913.3_154/2,301,0,NA,0,NA,0,0
NC_000913.3_155/2,301,0,NA,0,NA,0,0
NC_000913.3_156/2,301,0,NA,0,NA,0,0
NC_000913.3_157/2,301,0,NA,0,NA,0,0
NC_000913.3_158/2,301,0,NA,0,NA,0,0
NC_000913.3_159/2,301,0,NA,0,NA,0,0
NC_000913.3_160/2,301,0.00727273,2844169,2,NA,0,1
NC_000913.3_161/2,301,0,NA,0,NA,0,0
NC_000913.3_162/2,301,0,NA,0,NA,0,0
NC_000913.3_163/2,301,0,NA,0,NA,0,0
NC_000913.3_164/2,301,0,NA,0,NA,0,0
NC_000913.3_165/2,301,0,NA,0,NA,0,0
NC_000913.3_166/2,301,0,NA,0,NA,0,0
NC_000913.3_167/2,301,0,NA,0,NA,0,0
NC_000913.3_168/2,301,0,NA,0,NA,0,0
NC_000913.3_169/2,301,0,NA,0,NA,0,0
NC_000913.3_170/2,301,0,NA,0,NA,0,0
NC_000913.3_171/2,301,0,NA,0,NA,0,0
NC_000913.3_172/2,301,0,NA,0,NA,0,0
NC_000913.3_173/2,301,0,NA,0,NA,0,0
NC_000913.3_174/2,301,0,NA,0,NA,0,0
NC_000913.3_175/2,301,0,NA,0,NA,0,0
NC_000913.3_176/2,301,0,NA,0,NA,0,0
NC_000913.3_177/2,301,0,NA,0,NA,0,0
NC_000913.3_178/2,301,0,NA,0,NA,0,0
NC_000913.3_179/2,301,0.00363636,2844173,1,NA,0,1
NC_000913.3_180/2,301,0,NA,0,NA,0,0
NC_000913.3_181/2,301,0,NA,0,NA,0,0
NC_000913.3_182/2,301,0,NA,0,NA,0,0
NC_000913.3_183/2,301,0,NA,0,NA,0,0
NC_000913.3_184/2,301,0,NA,0,NA,0,0
NC_000913.3_185/2,301,0,NA,0,NA,0,0
NC_000913.3_186/2,301,0,NA,0,NA,0,0
NC_000913.3_187/2,301,0,NA,0,NA,0,0
NC_000913.3_188/2,301,0,NA,0,NA,0,0
NC_000913.3_189/2,301,0,NA,0,NA,0,0
NC_000913.3_190/2,301,0,NA,0,NA,0,0
NC_000913.3_191/2,301,0,NA,0,NA,0,0
NC_000913.3_192/2,301,0,NA,0,NA,0,0
NC_000913.3_193/2,301,0,NA,0,NA,0,0
NC_000913.3_194/2,301,0,NA,0,NA,0,0
NC_000913.3_195/2,301,0,NA,0,NA,0,0
NC_000913.3_196/2,301,0,NA,0,NA,0,0
NC_000913.3_197/2,301,0,NA,0,NA,0,0
NC_000913.3_198/2,301,0,NA,0,NA,0,0
NC_000913.3_199/2,301,0,NA,0,NA,0,0
NC_000913.3_200/2,301,0,NA,0,NA,0,0
NC_000913.3_201/2,301,0,NA,0,NA,0,0
NC_000913.3_202/2,301,0,NA,0,NA,0,0
NC_000913.3_203/2,301,0,NA,0,NA,0,0
NC_000913.3_204/2,301,0,NA,0,NA,0,0
NC_000913.3_205/2,301,0,NA,0,NA,0,0
NC_000913.3_206/2,301,0,NA,0,NA,0,0
NC_000913.3_207/2,301,0,NA,0,NA,0,0
NC_000913.3_208/2,301,0,NA,0,NA,0,0
NC_000913.3_209/2,301,0.0509091,2844194,2,1981161,1,0.666667
NC_000913.3_210/2,301,0,NA,0,NA,0,0
NC_000913.3_211/2,301,0,NA,0,NA,0,0
NC_000913.3_212/2,301,0,NA,0,NA,0,0
NC_000913.3_213/2,301,0,NA,0,NA,0,0
NC_000913.3_214/2,301,0,NA,0,NA,0,0
NC_000913.3_215/2,301,0,NA,0,NA,0,0
NC_000913.3_216/2,301,0,NA,0,NA,0,0
NC_000913.3_217/2,301,0,NA,0,NA,0,0
NC_000913.3_218/2,301,0,NA,0,NA,0,0
NC_000913.3_219/2,301,0,NA,0,NA,0,0
NC_000913.3_220/2,301,0,NA,0,NA,0,0
NC_000913.3_221/2,301,0,NA,0,NA,0,0
NC_000913.3_222/2,301,0,NA,0,NA,0,0
NC_000913.3_223/2,301,0,NA,0,NA,0,0
NC_000913.3_224/2,301,0,NA,0,NA,0,0
NC_000913.3_225/2,301,0,NA,0,NA,0,0
NC_000913.3_226/2,301,0,NA,0,NA,0,0
NC_000913.3_227/2,301,0,NA,0,NA,0,0
NC_000913.3_228/2,301,0,NA,0,NA,0,0
NC_000913.3_229/2,301,0,NA,0,NA,0,0
NC_000913.3_230/2,301,0,NA,0,NA,0,0
NC_000913.3_231/2,301,0,NA,0,NA,0,0
NC_000913.3_232/2,301,0,NA,0,NA,0,0
NC_000913.3_233/2,301,0,NA,0,NA,0,0
NC_000913.3_234/2,301,0,NA,0,NA,0,0
NC_000913.3_235/2,301,0,NA,0,NA,0,0
NC_000913.3_236/2,301,0,NA,0,NA,0,0
NC_000913.3_237/2,301,0,NA,0,NA,0,0
NC_000913.3_238/2,301,0,NA,0,NA,0,0
NC_000913.3_239/2,301,0,NA,0,NA,0,0
NC_000913.3_240/2,301,0,NA,0,NA,0,0
NC_000913.3_241/2,301,0,NA,0,NA,0,0
NC_000913.3_242/2,301,0,NA,0,NA,0,0
NC_000913.3_243/2,301,0,NA,0,NA,0,0
NC_000913.3_244/2,301,0,NA,0,NA,0,0
NC_000913.3_245/2,301,0,NA,0,NA,0,0
NC_000913.3_246/2,301,0,NA,0,NA,0,0
NC_000913.3_247/2,301,0,NA,0,NA,0,0
NC_000913.3_248/2,301,0,NA,0,NA,0,0
NC_000913.3_249/2,301,0,NA,0,NA,0,0
NC_000913.3_250/2,301,0,NA,0,NA,0,0
NC_000913.3_251/2,301,0,NA,0,NA,0,0
NC_000913.3_252/2,301,0,NA,0,NA,0,0
NC_000913.3_253/2,301,0,NA,0,NA,0,0
NC_000913.3_254/2,301,0,NA,0,NA,0,0
NC_000913.3_255/2,301,0,NA,0,NA,0,0
NC_000913.3_256/2,301,0,NA,0,NA,0,0
NC_000913.3_257/2,301,0,NA,0,NA,0,0
NC_000913.3_258/2,301,0,NA,0,NA,0,0
NC_000913.3_259/2,301,0,NA,0,NA,0,0
NC_000913.3_260/2,301,0,NA,0,NA,0,0
NC_000913.3_261/2,301,0,NA,0,NA,0,0
NC_000913.3_262/2,301,0,NA,0,NA,0,0
NC_000913.3_263/2,301,0,NA,0,NA,0,0
NC_000913.3_264/2,301,0,NA,0,NA,0,0
NC_000913.3_265/2,301,0,NA,0,NA,0,0
NC_000913.3_266/2,301,0,NA,0,NA,0,0
NC_000913.3_267/2,301,0,NA,0,NA,0,0
NC_000913.3_268/2,301,0,NA,0,NA,0,0
NC_000913.3_269/2,301,0,NA,0,NA,0,0
NC_000913.3_270/2,301,0,NA,0,NA,0,0
NC_000913.3_271/2,301,0,NA,0,NA,0,0
NC_000913.3_272/2,301,0,NA,0,NA,0,0
NC_000913.3_273/2,301,0,NA,0,NA,0,0
NC_000913.3_274/2,301,0,NA,0,NA,0,0
NC_000913.3_275/2,301,0,NA,0,NA,0,0
NC_000913.3_276/2,301,0,NA,0,NA,0,0
NC_000913.3_277/2,301,0,NA,0,NA,0,0
NC_000913.3_278/2,301,0,NA,0,NA,0,0
NC_000913.3_279/2,301,0,NA,0,NA,0,0
NC_000913.3_280/2,301,0,NA,0,NA,0,0
NC_000913.3_281/2,301,0,NA,0,NA,0,0
NC_000913.3_282/2,301,0,NA,0,NA,0,0
NC_000913.3_283/2,301,0,NA,0,NA,0,0
NC_000913.3_284/2,301,0,NA,0,NA,0,0
NC_000913.3_285/2,301,0,NA,0,NA,0,0
NC_000913.3_286/2,301,0,NA,0,NA,0,0
NC_000913.3_287/2,301,0,NA,0,NA,0,0
NC_000913.3_288/2,301,0,NA,0,NA,0,0
NC_000913.3_289/2,301,0,NA,0,NA,0,0
NC_000913.3_290/2,301,0,NA,0,NA,0,0
NC_000913.3_291/2,301,0,NA,0,NA,0,0
NC_000913.3_292/2,301,0,NA,0,NA,0,0
NC_000913.3_293/2,301,0,NA,0,NA,0,0
NC_000913.3_294/2,301,0,NA,0,NA,0,0
NC_000913.3_295/2,301,0,NA,0,NA,0,0
NC_000913.3_296/2,301,0,NA,0,NA,0,0
NC_000913.3_297/2,301,0,NA,0,NA,0,0
NC_000913.3_298/2,301,0,NA,0,NA,0,0
NC_000913.3_299/2,301,0,NA,0,NA,0,0
NC_000913.3_300/2,301,0,NA,0,NA,0,0
NC_000913.3_301/2,301,0,NA,0,NA,0,0
NC_000913.3_302/2,301,0,NA,0,NA,0,0
NC_000913.3_303/2,301,0,NA,0,NA,0,0
NC_000913.3_304/2,301,0,NA,0,NA,0,0
NC_000913.3_305/2,301,0,NA,0,NA,0,0
NC_000913.3_306/2,301,0,NA,0,NA,0,0
NC_000913.3_307/2,301,0,NA,0,NA,0,0
NC_000913.3_308/2,301,0,NA,0,NA,0,0
NC_000913.3_309/2,301,0,NA,0,NA,0,0
NC_000913.3_310/2,301,0,NA,0,NA,0,0
NC_000913.3_311/2,301,0,NA,0,NA,0,0
NC_000913.3_312/2,301,0,NA,0,NA,0,0
NC_000913.3_313/2,301,0,NA,0,NA,0,0
NC_000913.3_314/2,301,0,NA,0,NA,0,0
NC_000913.3_315/2,301,0,NA,0,NA,0,0
NC_000913.3_316/2,301,0,NA,0,NA,0,0
NC_000913.3_317/2,301,0,NA,0,NA,0,0
NC_000913.3_318/2,301,0,NA,0,NA,0,0
NC_000913.3_319/2,301,0,NA,0,NA,0,0
NC_000913.3_320/2,301,0,NA,0,NA,0,0
NC_000913.3_321/2,301,0,NA,0,NA,0,0
NC_000913.3_322/2,301,0,NA,0,NA,0,0
NC_000913.3_323/2,301,0,NA,0,NA,0,0
NC_000913.3_324/2,301,0,NA,0,NA,0,0
NC_000913.3_325/2,301,0,NA,0,NA,0,0
NC_000913.3_326/2,301,0,NA,0,NA,0,0
NC_000913.3_327/2,301,0,NA,0,NA,0,0
NC_000913.3_328/2,301,0,NA,0,NA,0,0
NC_000913.3_329/2,301,0,NA,0,NA,0,0
NC_000913.3_330/2,301,0,NA,0,NA,0,0
NC_000913.3_331/2,301,0,NA,0,NA,0,0
NC_000913.3_332/2,301,0,NA,0,NA,0,0
NC_000913.3_333/2,301,0,NA,0,NA,0,0
NC_000913.3_334/2,301,0,NA,0,NA,0,0
NC_000913.3_335/2,301,0,NA,0,NA,0,0
NC_000913.3_336/2,301,0,NA,0,NA,0,0
NC_000913.3_337/2,301,0,NA,0,NA,0,0
NC_000913.3_338/2,301,0,NA,0,NA,0,0
NC_000913.3_339/2,301,0,NA,0,NA,0,0
NC_000913.3_340/2,301,0,NA,0,NA,0,0
NC_000913.3_341/2,301,0,NA,0,NA,0,0
NC_000913.3_342/2,301,0,NA,0,NA,0,0
NC_000913.3_343/2,301,0,NA,0,NA,0,0
NC_000913.3_344/2,301,0,NA,0,NA,0,0
NC_000913.3_345/2,301,0,NA,0,NA,0,0
NC_000913.3_346/2,301,0,NA,0,NA,0,0
NC_000913.3_347/2,301,0,NA,0,NA,0,0
NC_000913.3_348/2,301,0,NA,0,NA,0,0
NC_000913.3_349/2,301,0,NA,0,NA,0,0
NC_000913.3_350/2,301,0,NA,0,NA,0,0
NC_000913.3_351/2,301,0,NA,0,NA,0,0
NC_000913.3_352/2,301,0,NA,0,NA,0,0
NC_000913.3_353/2,301,0,NA,0,NA,0,0
NC_000913.3_354/2,301,0,NA,0,NA,0,0
NC_000913.3_355/2,301,0,NA,0,NA,0,0
NC_000913.3_356/2,301,0,NA,0,NA,0,0
NC_000913.3_357/2,301,0,NA,0,NA,0,0
NC_000913.3_358/2,301,0,NA,0,NA,0,0
NC_000913.3_359/2,301,0,NA,0,NA,0,0
NC_000913.3_360/2,301,0,NA,0,NA,0,0
NC_000913.3_361/2,301,0,NA,0,NA,0,0
NC_000913.3_362/2,301,0,NA,0,NA,0,0
NC_000913.3_363/2,301,0,NA,0,NA,0,0
NC_000913.3_364/2,301,0,NA,0,NA,0,0
NC_000913.3_365/2,301,0,NA,0,NA,0,0
NC_000913.3_366/2,301,0,NA,0,NA,0,0
NC_000913.3_367/2,301,0.0109091,2169967,3,NA,0,1
NC_000913.3_368/2,301,0,NA,0,NA,0,0
NC_000913.3_369/2,301,0,NA,0,NA,0,0
NC_000913.3_370/2,301,0,NA,0,NA,0,0
NC_000913.3_371/2,301,0,NA,0,NA,0,0
NC_000913.3_372/2,301,0,NA,0,NA,0,0
NC_000913.3_373/2,301,0,NA,0,NA,0,0
NC_000913.3_374/2,301,0,NA,0,NA,0,0
NC_000913.3_375/2,301,0,NA,0,NA,0,0
NC_000913.3_376/2,301,0,NA,0,NA,0,0
NC_000913.3_377/2,301,0,NA,0,NA,0,0
NC_000913.3_378/2,301,0,NA,0,NA,0,0
NC_000913.3_379/2,301,0.00727273,2844172,1,2844251,1,0.5
NC_000913.3_380/2,301,0,NA,0,NA,0,0
NC_000913.3_381/2,301,0.00727273,2844234,2,NA,0,1
NC_000913.3_382/2,301,0,NA,0,NA,0,0
NC_000913.3_383/2,301,0,NA,0,NA,0,0
NC_000913.3_384/2,301,0,NA,0,NA,0,0
NC_000913.3_385/2,301,0,NA,0,NA,0,0
NC_000913.3_386/2,301,0,NA,0,NA,0,0
NC_000913.3_387/2,301,0,NA,0,NA,0,0
NC_000913.3_388/2,301,0,NA,0,NA,0,0
NC_000913.3_389/2,301,0,NA,0,NA,0,0
NC_000913.3_390/2,301,0,NA,0,NA,0,0
NC_000913.3_391/2,301,0,NA,0,NA,0,0
NC_000913.3_392/2,301,0,NA,0,NA,0,0
NC_000913.3_393/2,301,0,NA,0,NA,0,0
NC_000913.3_394/2,301,0,NA,0,NA,0,0
NC_000913.3_395/2,301,0,NA,0,NA,0,0
NC_000913.3_396/2,301,0,NA,0,NA,0,0
NC_000913.3_397/2,301,0,NA,0,NA,0,0
NC_000913.3_398/2,301,0,NA,0,NA,0,0
NC_000913.3_399/2,301,0,NA,0,NA,0,0
NC_000913.3_400/2,301,0,NA,0,NA,0,0
NC_000913.3_401/2,301,0,NA,0,NA,0,0
NC_000913.3_402/2,301,0,NA,0,NA,0,0
NC_000913.3_403/2,301,0,NA,0,NA,0,0
NC_000913.3_404/2,301,0,NA,0,NA,0,0
NC_000913.3_405/2,301,0,NA,0,NA,0,0
NC_000913.3_406/2,301,0,NA,0,NA,0,0
NC_000913.3_407/2,301,0,NA,0,NA,0,0
NC_000913.3_408/2,301,0,NA,0,NA,0,0
NC_000913.3_409/2,301,0,NA,0,NA,0,0
NC_000913.3_410/2,301,0,NA,0,NA,0,0
NC_000913.3_411/2,301,0,NA,0,NA,0,0
NC_000913.3_412/2,301,0,NA,0,NA,0,0
NC_000913.3_413/2,301,0,NA,0,NA,0,0
NC_000913.3_414/2,301,0,NA,0,NA,0,0
NC_000913.3_415/2,301,0,NA,0,NA,0,0
NC_000913.3_416/2,301,0,NA,0,NA,0,0
NC_000913.3_417/2,301,0,NA,0,NA,0,0
NC_000913.3_418/2,301,0,NA,0,NA,0,0
NC_000913.3_419/2,301,0,NA,0,NA,0,0
NC_000913.3_420/2,301,0,NA,0,NA,0,0
NC_000913.3_421/2,301,0,NA,0,NA,0,0
NC_000913.3_422/2,301,0,NA,0,NA,0,0
NC_000913.3_423/2,301,0,NA,0,NA,0,0
NC_000913.3_424/2,301,0,NA,0,NA,0,0
NC_000913.3_425/2,301,0,NA,0,NA,0,0
NC_000913.3_426/2,301,0,NA,0,NA,0,0
NC_000913.3_427/2,301,0,NA,0,NA,0,0
NC_000913.3_428/2,301,0,NA,0,NA,0,0
NC_000913.3_429/2,301,0,NA,0,NA,0,0
NC_000913.3_430/2,301,0,NA,0,NA,0,0
NC_000913.3_431/2,301,0,NA,0,NA,0,0
NC_000913.3_432/2,301,0,NA,0,NA,0,0
NC_000913.3_433/2,301,0,NA,0,NA,0,0
NC_000913.3_434/2,301,0,NA,0,NA,0,0
NC_000913.3_435/2,301,0,NA,0,NA,0,0
NC_000913.3_436/2,301,0,NA,0,NA,0,0
NC_000913.3_437/2,301,0,NA,0,NA,0,0
NC_000913.3_438/2,301,0,NA,0,NA,0,0
NC_000913.3_439/2,301,0,NA,0,NA,0,0
NC_000913.3_440/2,301,0,NA,0,NA,0,0
NC_000913.3_441/2,301,0,NA,0,NA,0,0
NC_000913.3_442/2,301,0,NA,0,NA,0,0
NC_000913.3_443/2,301,0,NA,0,NA,0,0
NC_000913.3_444/2,301,0,NA,0,NA,0,0
NC_000913.3_445/2,301,0,NA,0,NA,0,0
NC_000913.3_446/2,301,0,NA,0,NA,0,0
NC_000913.3_447/2,301,0,NA,0,NA,0,0
NC_000913.3_448/2,301,0,NA,0,NA,0,0
NC_000913.3_449/2,301,0,NA,0,NA,0,0
NC_000913.3_450/2,301,0,NA,0,NA,0,0
NC_000913.3_451/2,301,0,NA,0,NA,0,0
NC_000913.3_452/2,301,0,NA,0,NA,0,0
NC_000913.3_453/2,301,0,NA,0,NA,0,0
NC_000913.3_454/2,301,0,NA,0,NA,0,0
NC_000913.3_455/2,301,0,NA,0,NA,0,0
NC_000913.3_456/2,301,0,NA,0,NA,0,0
NC_000913.3_457/2,301,0,NA,0,NA,0,0
NC_000913.3_458/2,301,0,NA,0,NA,0,0
NC_000913.3_459/2,301,0,NA,0,NA,0,0
NC_000913.3_460/2,301,0,NA,0,NA,0,0
NC_000913.3_461/2,301,0,NA,0,NA,0,0
NC_000913.3_462/2,301,0,NA,0,NA,0,0
NC_000913.3_463/2,301,0,NA,0,NA,0,0
NC_000913.3_464/2,301,0,NA,0,NA,0,0
NC_000913.3_465/2,301,0,NA,0,NA,0,0
NC_000913.3_466/2,301,0,NA,0,NA,0,0
NC_000913.3_467/2,301,0,NA,0,NA,0,0
NC_000913.3_468/2,301,0,NA,0,NA,0,0
NC_000913.3_469/2,301,0,NA,0,NA,0,0
NC_000913.3_470/2,301,0,NA,0,NA,0,0
NC_000913.3_471/2,301,0,NA,0,NA,0,0
NC_000913.3_472/2,301,0,NA,0,NA,0,0
NC_000913.3_473/2,301,0,NA,0,NA,0,0
NC_000913.3_474/2,301,0,NA,0,NA,0,0
NC_000913.3_475/2,301,0,NA,0,NA,0,0
NC_000913.3_476/2,301,0,NA,0,NA,0,0
NC_000913.3_477/2,301,0,NA,0,NA,0,0
NC_000913.3_478/2,301,0,NA,0,NA,0,0
NC_000913.3_479/2,301,0,NA,0,NA,0,0
NC_000913.3_480/2,301,0,NA,0,NA,0,0
NC_000913.3_481/2,301,0,NA,0,NA,0,0
NC_000913.3_482/2,301,0,NA,0,NA,0,0
NC_000913.3_483/2,301,0,NA,0,NA,0,0
NC_000913.3_484/2,301,0,NA,0,NA,0,0
NC_000913.3_485/2,301,0,NA,0,NA,0,0
NC_000913.3_486/2,301,0,NA,0,NA,0,0
NC_000913.3_487/2,301,0,NA,0,NA,0,0
NC_000913.3_488/2,301,0,NA,0,NA,0,0
NC_000913.3_489/2,301,0,NA,0,NA,0,0
NC_000913.3_490/2,301,0,NA,0,NA,0,0
NC_000913.3_491/2,301,0,NA,0,NA,0,0
NC_000913.3_492/2,301,0,NA,0,NA,0,0
NC_000913.3_493/2,301,0,NA,0,NA,0,0
NC_000913.3_494/2,301,0,NA,0,NA,0,0
NC_000913.3_495/2,301,0,NA,0,NA,0,0
NC_000913.3_496/2,301,0,NA,0,NA,0,0
NC_000913.3_497/2,301,0,NA,0,NA,0,0
NC_000913.3_498/2,301,0,NA,0,NA,0,0
NC_000913.3_499/2,301,0,NA,0,NA,0,0
NC_000913.3_500/2,301,0,NA,0,NA,0,0
NC_000913.3_501/2,301,0,NA,0,NA,0,0
NC_000913.3_502/2,301,0,NA,0,NA,0,0
NC_000913.3_503/2,301,0,NA,0,NA,0,0
NC_000913.3_504/2,301,0,NA,0,NA,0,0
NC_000913.3_505/2,301,0,NA,0,NA,0,0
NC_000913.3_506/2,301,0,NA,0,NA,0,0
NC_000913.3_507/2,301,0.00727273,2844234,2,NA,0,1
NC_000913.3_508/2,301,0,NA,0,NA,0,0
NC_000913.3_509/2,301,0,NA,0,NA,0,0
NC_000913.3_510/2,301,0,NA,0,NA,0,0
NC_000913.3_511/2,301,0,NA,0,NA,0,0
NC_000913.3_512/2,301,0,NA,0,NA,0,0
NC_000913.3_513/2,301,0,NA,0,NA,0,0
NC_000913.3_514/2,301,0,NA,0,NA,0,0
NC_000913.3_515/2,301,0,NA,0,NA,0,0
NC_000913.3_516/2,301,0,NA,0,NA,0,0
NC_000913.3_517/2,301,0,NA,0,NA,0,0
NC_000913.3_518/2,301,0,NA,0,NA,0,0
NC_000913.3_519/2,301,0,NA,0,NA,0,0
NC_000913.3_520/2,301,0,NA,0,NA,0,0
NC_000913.3_521/2,301,0,NA,0,NA,0,0
NC_000913.3_522/2,301,0,NA,0,NA,0,0
NC_000913.3_523/2,301,0,NA,0,NA,0,0
NC_000913.3_524/2,301,0,NA,0,NA,0,0
NC_000913.3_525/2,301,0,NA,0,NA,0,0
NC_000913.3_526/2,301,0,NA,0,NA,0,0
NC_000913.3_527/2,301,0.00363636,2844234,1,NA,0,1
NC_000913.3_528/2,301,0,NA,0,NA,0,0
NC_000913.3_529/2,301,0,NA,0,NA,0,0
NC_000913.3_530/2,301,0,NA,0,NA,0,0
NC_000913.3_531/2,301,0,NA,0,NA,0,0
NC_000913.3_532/2,301,0,NA,0,NA,0,0
NC_000913.3_533/2,301,0,NA,0,NA,0,0
